Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12798327,2020-11-16 21:51:20,2020-10-08 16:29:59,20079549,6064023798,20079549,302,2587,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/012498/SRR12798327,SRX9267355,T148347,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496835,SAMN16380983,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_D06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,EC482374B8C826C31DCDF790B7E98ECF,DD20E8339A1C3BE1D8350911FD577CE2
SRR12798343,2020-11-16 21:51:20,2020-10-08 16:31:52,16607764,5015544728,16607764,302,2136,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/012498/SRR12798343,SRX9267339,T145102,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496819,SAMN16380968,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_E04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,7690551CEA33B189F8C372D8CE809D77,EC027EE538D5CDC472F54A0DA98A73CC
SRR12798334,2020-11-16 21:51:20,2020-10-08 16:27:41,15099185,4559953870,15099185,302,2033,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012498/SRR12798334,SRX9267348,T148333,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496828,SAMN16380976,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_E05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,13EDF067772B712851CBCD6FB28385B0,8597BCD8951B18A05EC0D4EB8D076202
SRR12798325,2020-11-16 21:51:20,2020-10-08 16:34:20,20728765,6260087030,20728765,302,2728,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012498/SRR12798325,SRX9267357,T148350,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496837,SAMN16380984,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_E06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,6FDC05348F56B1CD92C17EE8EEBB1366,5DE51B0147185B0148723F6C1CC3E32F
SRR12798342,2020-11-16 21:51:20,2020-10-08 16:28:19,13530076,4086082952,13530076,302,1746,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/012498/SRR12798342,SRX9267340,T145103,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496820,SAMN16380969,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_F04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,E886EA5623BF78844A628EA9B94779DF,0E4883069FC62F12885E30DA8BE6FCB3
SRR12798333,2020-11-16 21:51:20,2020-10-08 16:42:27,16065251,4851705802,16065251,302,2077,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/012498/SRR12798333,SRX9267349,T148335,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496829,SAMN16380977,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_F05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,70DFFA9ED1DAA263640DF931C0DA2D70,86A7FDFCCB6B88F00A42830E1747D9C6
SRR12798324,2020-11-16 21:51:20,2020-10-08 16:34:57,22691127,6852720354,22691127,302,3003,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/012498/SRR12798324,SRX9267358,T148351,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496838,SAMN16380985,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_F06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,C7E335DA327C39F27840E8473F4E71E7,7BB991C4C4B735B6636103DAA136D332
SRR12798341,2020-11-16 21:51:20,2020-10-08 16:33:11,16865468,5093371336,16865468,302,2163,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/012498/SRR12798341,SRX9267341,T145104,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496821,SAMN16380970,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_G04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,157BEB6E1567BEE4F6402FF9034CA2FA,08ECFC3F17ECA1C41DBE166E072ACE17
SRR12798332,2020-11-16 21:51:20,2020-10-08 16:30:42,16084175,4857420850,16084175,302,2074,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012498/SRR12798332,SRX9267350,T148337,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496830,SAMN16380978,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_G05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,992DE0263FF691E96F3C2FDD06DF99E7,ED2A052F9CED9EE184D7F23703EE0DA8
SRR12798323,2020-11-16 21:51:20,2020-10-08 16:26:40,8668598,2617916596,8668598,302,1120,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/012498/SRR12798323,SRX9267359,T148352,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496839,SAMN16380986,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_G06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,8BF81933758CB135EF19A0EFC40033C9,A07EEE446E9044C5EE7038ADF62D8A7C
SRR12798340,2020-11-16 21:51:20,2020-10-08 16:35:10,17622093,5321872086,17622093,302,2280,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/012498/SRR12798340,SRX9267342,T145105,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496822,SAMN16380971,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_H04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,F6E7AB45B6F36EF903CE5C3AFF0FDC83,A572CEAAFAA081D2BEF82AB308693B93
SRR12798331,2020-11-16 21:51:20,2020-10-08 16:33:35,21181374,6396774948,21181374,302,2739,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/012498/SRR12798331,SRX9267351,T148340,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496831,SAMN16380979,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_H05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,021FD908483BB25CB1BD6DBD90E79370,9160A31029B85FCD2825C9B4F43C10FA
SRR12798322,2020-11-16 21:51:20,2020-10-08 16:37:14,25608796,7733856392,25608796,302,3294,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012498/SRR12798322,SRX9267360,T148353,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496840,SAMN16380987,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_H06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,0482956A370483515BDCEDF4E124E467,BAA16884CC62F4738ACDF0154E9399D7
SRR12798392,2020-11-16 21:51:20,2020-10-08 16:29:12,11509866,3475979532,11509866,302,1362,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/012498/SRR12798392,SRX9267290,T145109,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496770,SAMN16380860,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_A03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,B457F0CDAC4392231147CEEBA13302C1,5359E336BC36356A3A3715A0FDF5117E
SRR12798381,2020-11-16 21:51:20,2020-10-08 16:40:37,13749187,4152254474,13749187,302,1751,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/012498/SRR12798381,SRX9267301,T145128,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496781,SAMN16380892,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_A07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,7804A7D82E865E73EB96C96FD9C6EC18,7C12B9CE93E93AC926A19350DCABC049
SRR12798391,2020-11-16 21:51:20,2020-10-08 16:40:04,18005961,5437800222,18005961,302,2197,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012498/SRR12798391,SRX9267291,T145111,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496771,SAMN16380861,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_B03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,CB2A12690781F0C343BD095EFA47C8FC,CE134A4FBE6E64941ECAAB762C714A41
SRR12798380,2020-11-16 21:51:20,2020-10-08 16:33:19,15796082,4770416764,15796082,302,1982,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/012498/SRR12798380,SRX9267302,T145130,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496782,SAMN16380893,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_B07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,AF9720DD89FDA9E3381299D655BBB95F,BEEF1D37A3638C7AE6BA44FD83854331
SRR12798388,2020-11-16 21:51:20,2020-10-08 16:44:14,14765487,4459177074,14765487,302,1786,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/012498/SRR12798388,SRX9267294,T144774,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496774,SAMN16380846,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_C01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,FD94C475B15F6E7051D30A6977C32C3A,9341FF9BCCC4575F82620207C274BF39
SRR12798390,2020-11-16 21:51:20,2020-10-08 16:44:52,15498047,4680410194,15498047,302,1930,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/012498/SRR12798390,SRX9267292,T145112,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496772,SAMN16380862,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_C03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,FEE2FB24A3ED8A271F37E2133C9C6BEF,0B17C2D4ABEEB378626DE830546A0C18
SRR12798378,2020-11-16 21:51:20,2020-10-08 16:25:12,5111007,1543524114,5111007,302,664,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/012498/SRR12798378,SRX9267304,T145131,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496784,SAMN16380894,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_C07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,46025F503FEEC00930107511FCF1FC6D,BA0314335324D06CF031B3C670554776
SRR12798423,2020-11-16 21:51:19,2020-10-08 16:35:28,18196259,5495270218,18196259,302,2200,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012498/SRR12798423,SRX9267259,T144831,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496739,SAMN16380855,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_D02,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,FD9BD74F6A02A7F6147719489A5FD99F,D46D8039A3051E9BE0886F5BE8273D49
SRR12798389,2020-11-16 21:51:20,2020-10-08 16:27:02,10244626,3093877052,10244626,302,1224,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012498/SRR12798389,SRX9267293,T145113,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496773,SAMN16380863,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_D03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,AF1FD6D9F88BACEB640F52A582804771,5A8AD8352C5F0CC561D6401DB0A2A394
SRR12798377,2020-11-16 21:51:20,2020-10-08 16:31:32,13153198,3972265796,13153198,302,1670,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012498/SRR12798377,SRX9267305,T145133,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496785,SAMN16380895,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_D07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,6ACC910256E561D188C377AC728A86A7,80B455D65C5E19EDCFC118F3ECE9DE9C
SRR12798412,2020-11-16 21:51:19,2020-10-08 16:35:40,17348612,5239280824,17348612,302,2154,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/012498/SRR12798412,SRX9267270,T144841,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496750,SAMN16380856,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E02,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,4CCC7870AEA295C28778C4079CB8309B,28B0C68B71F4648ABBEF094EED7B3DE5
SRR12798387,2020-11-16 21:51:20,2020-10-08 16:26:35,7597224,2294361648,7597224,302,860,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012498/SRR12798387,SRX9267295,T145114,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496775,SAMN16380864,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,C1BF0BF40306D8BD126B5702D595BA22,F287D521E97FEB7A5519343C6365BAEE
SRR12798385,2020-11-16 21:51:20,2020-10-08 16:25:49,6681956,2017950712,6681956,302,848,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/012498/SRR12798385,SRX9267297,T144934,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496777,SAMN16380888,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,EFFB102CEE9FAA3C75428E159CB3F6E4,6ABF15F08CD5500CEF62DEC4AD8815F7
SRR12798376,2020-11-16 21:51:20,2020-10-08 16:36:50,14820629,4475829958,14820629,302,1942,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/012498/SRR12798376,SRX9267306,T145136,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496786,SAMN16380896,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,664F252850E219CBCBB841588DB2B2EC,1AD6585516DF7CF6AC5C78BD57F07FFB
SRR12798379,2020-11-16 21:51:20,2020-10-08 16:35:59,14246888,4302560176,14246888,302,1715,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012498/SRR12798379,SRX9267303,T144782,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496783,SAMN16380849,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,8C374EAA52A845CB0EE778D45A90A74C,99B32A2B89A9E181CF2B0A44AF1C523B
SRR12798386,2020-11-16 21:51:20,2020-10-08 16:28:30,11785421,3559197142,11785421,302,1362,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/012498/SRR12798386,SRX9267296,T145115,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496776,SAMN16380865,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,7F4085360C115BCBA68D5D5E549394B0,B194F85F26441EFFD3E6F4C20CA88E50
SRR12798384,2020-11-16 21:51:20,2020-10-08 16:27:47,13385738,4042492876,13385738,302,1689,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/012498/SRR12798384,SRX9267298,T144951,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496778,SAMN16380889,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,305DB0C507302DBFD3742B2B816EDB64,A8E134478F6F69B021074B5609AAD886
SRR12798375,2020-11-16 21:51:20,2020-10-08 16:43:18,14590429,4406309558,14590429,302,1824,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/012498/SRR12798375,SRX9267307,T145139,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496787,SAMN16380897,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,A0387D2243134432F1B5C1EAF4BE373D,5C2B5DE26125B2389944668594B46654
SRR12798383,2020-11-16 21:51:20,2020-10-08 16:32:54,12897161,3894942622,12897161,302,1591,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/012498/SRR12798383,SRX9267299,T144952,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496779,SAMN16380890,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,84067781121E1DDBE9BD24B22C0B4BDE,5BD7FBA66898F49D1A77B348722AD428
SRR12798374,2020-11-16 21:51:20,2020-10-08 16:30:39,13047554,3940361308,13047554,302,1646,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/012498/SRR12798374,SRX9267308,T145140,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496788,SAMN16380898,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,77FE6123D6E26635E6EACA1F6592A19F,74F371DFBBA086D3197E85BF677C66F0
SRR12798403,2020-11-16 21:51:19,2020-10-08 16:31:42,12244353,3697794606,12244353,302,1452,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/012498/SRR12798403,SRX9267279,T144861,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496759,SAMN16380859,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H02,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,94F2BA6E1CBC8876275D9FAC1BA15A50,980988BF7446488EE956384F36B782D0
SRR12798382,2020-11-16 21:51:20,2020-10-08 16:31:34,17048041,5148508382,17048041,302,2110,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/012498/SRR12798382,SRX9267300,T144958,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496780,SAMN16380891,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,09E5F4CC309C21FF5F6C29614C661AC3,2FD2834DE52C02E0DB67A81EA6D03AA0
SRR12798429,2020-11-16 21:51:19,2020-10-08 16:34:28,11887049,3589888798,11887049,302,1535,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/012498/SRR12798429,SRX9267253,T145065,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496733,SAMN16380948,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A02,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,A86035F1E05722D3A898DD6CACEFD979,6DA9352B0D43BCD489C6AB2133C84835
SRR12798420,2020-11-16 21:51:19,2020-10-08 16:37:01,16863743,5092850386,16863743,302,2173,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012498/SRR12798420,SRX9267262,T145082,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496742,SAMN16380956,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,3A16C6C3AB366AF5659548E84E4DF12C,C48D6D9CAA43C261757E3FC1B4C60C78
SRR12798411,2020-11-16 21:51:19,2020-10-08 16:32:12,11782594,3558343388,11782594,302,1486,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/012498/SRR12798411,SRX9267271,T145092,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496751,SAMN16380964,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,BF4C337EA1F194FECA54FBB893912A2C,8955A22552584943C2560E3A2A476881
SRR12798409,2020-11-16 21:51:19,2020-10-08 16:42:34,15972813,4823789526,15972813,302,2034,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012498/SRR12798409,SRX9267273,T148361,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496753,SAMN16380988,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,C0637B00EF41FDBA677936BE71E97510,428050CDF61D24B609F30CC943C38576
SRR12798400,2020-11-16 21:51:19,2020-10-08 16:26:06,5675883,1714116666,5675883,302,735,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/012498/SRR12798400,SRX9267282,T148374,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496762,SAMN16380996,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A08,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,4463D15A07C63FB908790507E2145B68,1C1C73B2037CC06FC2EC782B10DBD7AC
SRR12798428,2020-11-16 21:51:19,2020-10-08 16:39:23,21285062,6428088724,21285062,302,2706,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/012498/SRR12798428,SRX9267254,T145066,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496734,SAMN16380949,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B02,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,2D0587A8148688D2C4152C965DD5124D,14831EA90524344589517D847FA61948
SRR12798419,2020-11-16 21:51:19,2020-10-08 16:42:38,12930379,3904974458,12930379,302,1650,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/012498/SRR12798419,SRX9267263,T145084,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496743,SAMN16380957,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,12E14044334A3C6376C17992297A881B,127E7D579CB7A08800EE5F2E921F6267
SRR12798410,2020-11-16 21:51:19,2020-10-08 16:27:42,6738414,2035001028,6738414,302,854,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/012498/SRR12798410,SRX9267272,T145097,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496752,SAMN16380965,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,913B6736974F05EE132897F26F588890,4034F4370C7EF6C7FD67E0AD37DB167B
SRR12798408,2020-11-16 21:51:19,2020-10-08 16:38:50,12711210,3838785420,12711210,302,1643,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012498/SRR12798408,SRX9267274,T148367,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496754,SAMN16380989,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,C2DC751ABA1CABE2D7275DB164CDE5A6,48A4B033A9A08DCEE5997F8A3EDC138D
SRR12798399,2020-11-16 21:51:19,2020-10-08 16:28:30,9847358,2973902116,9847358,302,1268,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012498/SRR12798399,SRX9267283,T148386,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496763,SAMN16380997,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B08,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,E93B8C79D4E6BF825013E510E2E9671E,55F5747B866F8BE7E85FD6904F217779
