Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12798295,2020-11-16 21:51:21,2020-10-08 16:34:35,17202494,5195153188,17202494,302,2151,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/012498/SRR12798295,SRX9267387,T144968,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496867,SAMN16380912,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E09,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,8C24F6382A7F1204CFC1A2F95F989990,0B03AFB38CDCD5FAFAEA4893A3C2A86C
SRR12798286,2020-11-16 21:51:21,2020-10-08 16:39:37,14332621,4328451542,14332621,302,1795,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012498/SRR12798286,SRX9267396,T144991,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496875,SAMN16380920,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E10,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,4E6312549113FDD0FD634C2962E54407,6DE29CD1DBF6F7A850339EA3B9D7DEA2
SRR12798277,2020-11-16 21:51:21,2020-10-08 16:36:39,19196226,5797260252,19196226,302,2477,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012498/SRR12798277,SRX9267405,T145167,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496885,SAMN16380928,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E11,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,C1EEF31447C18BD862718979365437B8,64E2705AC17EBB6976EC22DE979DEE2E
SRR12798356,2020-11-16 21:51:20,2020-10-08 16:37:32,20171814,6091887828,20171814,302,2597,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012498/SRR12798356,SRX9267326,T145218,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496806,SAMN16380936,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_E12,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,975A4787613867ACF8CB697BCC8ADF1E,8D748A0A4D2A33B981C01BC9078E80C0
SRR12798337,2020-11-16 21:51:20,2020-10-08 16:36:38,12499006,3774699812,12499006,302,1518,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012498/SRR12798337,SRX9267345,T144844,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496825,SAMN16380857,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F02,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,6E4064AB87E385C05539164006900268,5E571A2A2213E1FA9C9277B9E6EBBFC7
SRR12798314,2020-11-16 21:51:21,2020-10-08 16:27:52,12915828,3900580056,12915828,302,1495,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/012498/SRR12798314,SRX9267368,T145124,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496848,SAMN16380873,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,DB4F031180D30C3E062D14EA4FD6F2F1,4EFC3DD02FCD0ADDD91ECFB552CCCC08
SRR12798305,2020-11-16 21:51:21,2020-10-08 16:36:42,14076261,4251030822,14076261,302,1767,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/012498/SRR12798305,SRX9267377,T144896,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496857,SAMN16380881,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,330FE4D5D68075A452A1BE6AFAAA79CF,34612735433D966A9220BC297C1C0FBE
SRR12798366,2020-11-16 21:51:20,2020-10-08 16:30:42,13171919,3977919538,13171919,302,1611,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012498/SRR12798366,SRX9267316,T145148,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496796,SAMN16380905,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F08,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,74079D12CB67F738CA008C38509AC05A,07658A3718BA89A746AE3C03D72DA13B
SRR12798294,2020-11-16 21:51:21,2020-10-08 16:30:45,14393402,4346807404,14393402,302,1816,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/012498/SRR12798294,SRX9267388,T144969,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496868,SAMN16380913,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F09,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,CF12C423002CBA89654D12386A1EE675,9CCAB11C14240340C6D41733F6ADA0CD
SRR12798285,2020-11-16 21:51:21,2020-10-08 16:31:35,16269723,4913456346,16269723,302,1995,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/012498/SRR12798285,SRX9267397,T144996,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496877,SAMN16380921,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F10,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,D15B1373336D62B5DF40EFFCA3D3B235,E7FE690099C1A31EBB8C9A1AE6640BFA
SRR12798276,2020-11-16 21:51:21,2020-10-08 16:34:02,18348985,5541393470,18348985,302,2331,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/012498/SRR12798276,SRX9267406,T145171,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496886,SAMN16380929,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F11,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,C5963AB3EBAAA72BDDFE81A975849332,2BDB8B2F49C25386B95179723AB96DCB
SRR12798355,2020-11-16 21:51:20,2020-10-08 16:37:47,19432045,5868477590,19432045,302,2576,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/012498/SRR12798355,SRX9267327,T145241,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496807,SAMN16380937,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_F12,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,8D924988BF2635A8F75D8BAFEDB00EF3,C7B7FC6D0861F118BBD8A2C3224008DC
SRR12798368,2020-11-16 21:51:20,2020-10-08 16:29:32,12505663,3776710226,12505663,302,1543,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/012498/SRR12798368,SRX9267314,T144790,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496794,SAMN16380850,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,30A2D7189C608A8C73AD2B1E06EBF4DF,D81FB2FEF3BF74E09CC4A48B6BD9D5D7
SRR12798326,2020-11-16 21:51:20,2020-10-08 16:33:10,17809299,5378408298,17809299,302,2224,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/012498/SRR12798326,SRX9267356,T144847,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496836,SAMN16380858,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G02,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,0284CC050FC05E8FC2B857774D98B3EF,9D3D3002DD8005BE23B729D68B4FDA98
SRR12798321,2020-11-16 21:51:20,2020-10-08 16:32:48,18038084,5447501368,18038084,302,2296,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012498/SRR12798321,SRX9267361,T145116,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496841,SAMN16380866,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,5375830B44C0D98DA712E0B40310770B,E6CABF9D0D655660BE32A84FE52B5B36
SRR12798312,2020-11-16 21:51:21,2020-10-08 16:36:45,13340809,4028924318,13340809,302,1463,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/012498/SRR12798312,SRX9267370,T145125,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496849,SAMN16380874,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,6D3869AF39B27CC5F11411B531E490EC,132FAF2E8A17169F0C383B00EFFB9D71
SRR12798304,2020-11-16 21:51:21,2020-10-08 16:38:37,22915101,6920360502,22915101,302,2911,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/012498/SRR12798304,SRX9267378,T144897,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496858,SAMN16380882,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,21255E2D7B3FEFDD9A4AC23DD1E411E4,C2AAFFE2D3E31BB4F89DB07835EDE065
SRR12798365,2020-11-16 21:51:20,2020-10-08 16:30:53,14552469,4394845638,14552469,302,1785,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/012498/SRR12798365,SRX9267317,T145149,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496797,SAMN16380906,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G08,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,07031948525D8DD8905508A34531F8DD,2DC1E3FA22B9B6629A174A3961C7F614
SRR12798292,2020-11-16 21:51:21,2020-10-08 16:47:10,31365698,9472440796,31365698,302,3898,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/012498/SRR12798292,SRX9267390,T144974,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496870,SAMN16380914,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G09,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,39A9B6380DCCB975B301E272F05872E5,4365B176B611DC206EC7B424E0FAF5E0
SRR12798284,2020-11-16 21:51:21,2020-10-08 16:50:04,37339878,11276643156,37339878,302,4639,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/012498/SRR12798284,SRX9267398,T144997,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496878,SAMN16380922,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G10,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,F00836A1DE6CEB23BFD708DB358C2892,BCC20433C3E2D149B02E31A3F21B0F53
SRR12798275,2020-11-16 21:51:21,2020-10-08 16:32:17,18403010,5557709020,18403010,302,2282,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/012498/SRR12798275,SRX9267407,T145189,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496887,SAMN16380930,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G11,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,8EA888EA754A177FA629BAB6EBAE6A16,33181AAED9B6B899A7B679503FD3BA4C
SRR12798354,2020-11-16 21:51:20,2020-10-08 16:38:04,26559833,8021069566,26559833,302,3410,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/012498/SRR12798354,SRX9267328,T145242,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496808,SAMN16380938,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_G12,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,A1EFAEF65547E9EB6BEA2AA3DA06F190,487F613A20E48D29F7B49B5C0316FF1F
SRR12798293,2020-11-16 21:51:21,2020-10-08 16:26:52,10788996,3258276792,10788996,302,1340,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/012498/SRR12798293,SRX9267389,T144798,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496869,SAMN16380851,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,0AE1EA8F702C93BBF218128DD4E16B3E,EB75842830CF7AD375D93F5A67DC59EE
SRR12798320,2020-11-16 21:51:20,2020-10-08 16:30:24,13642897,4120154894,13642897,302,1706,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/012498/SRR12798320,SRX9267362,T145117,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496842,SAMN16380867,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H03,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,3526C7AD99FF8B05A6BC2EDB938FAA92,BE450E55EA82D10F8AEDFE4268727749
SRR12798311,2020-11-16 21:51:21,2020-10-08 16:28:58,13986012,4223775624,13986012,302,1600,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012498/SRR12798311,SRX9267371,T145126,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496851,SAMN16380875,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,320E383150F200C2255F70292548265F,9D92E1E5CD5E92A4DF2C84B9A1FD33CD
SRR12798303,2020-11-16 21:51:21,2020-10-08 16:30:35,16390936,4950062672,16390936,302,2136,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012498/SRR12798303,SRX9267379,T144902,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496859,SAMN16380883,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,0B8D896B277CFAA4EC0A9E504B979434,C9C6782C95763FF1DC186AD76D253C7A
SRR12798373,2020-11-16 21:51:20,2020-10-08 16:30:52,14468998,4369637396,14468998,302,1817,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/012498/SRR12798373,SRX9267309,T145141,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496789,SAMN16380899,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H07,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,CF3523C94DAD9182524168A0D90D34D7,0667D3447634EDA7CAFD03E2549A4D10
SRR12798364,2020-11-16 21:51:20,2020-10-08 16:36:15,13792629,4165373958,13792629,302,1719,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/012498/SRR12798364,SRX9267318,T145150,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496798,SAMN16380907,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H08,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,B8FC5C279A97E5C1D59D31D9A74207F2,F6F094B49C24BE6A09F01414F1FB06B4
SRR12798291,2020-11-16 21:51:21,2020-10-08 16:30:56,13610236,4110291272,13610236,302,1694,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/012498/SRR12798291,SRX9267391,T144979,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496871,SAMN16380915,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H09,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,F309D4BBC6A95448F6CADE5585E91F48,0751AEE0E7271D23BFCB2697E7E813CB
SRR12798283,2020-11-16 21:51:21,2020-10-08 16:32:56,16822731,5080464762,16822731,302,2070,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012498/SRR12798283,SRX9267399,T145003,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496879,SAMN16380923,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H10,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,F0BAB0C7FE3CF86F483AEE9907EA9B6E,2AE4AC5F46282E93797134ADD8906B10
SRR12798274,2020-11-16 21:51:21,2020-10-08 16:32:28,14252010,4304107020,14252010,302,1823,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/012498/SRR12798274,SRX9267408,T145190,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496888,SAMN16380931,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H11,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,42A6AE30BCB2AD9130355892FCA62F6E,B7B37AA393842C7E0E68813F8E999B76
SRR12798353,2020-11-16 21:51:20,2020-10-08 16:38:55,19784962,5975058524,19784962,302,2533,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/012498/SRR12798353,SRX9267329,T145243,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496809,SAMN16380939,simple,74940,Oncorhynchus tshawytscha,DPCh_plate1_H12,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,4C7AA7C2E755860DC54B4DC76126AD57,E27180F7AC784690EC37E973C4C1356F
SRR12798352,2020-11-16 21:51:20,2020-10-08 16:31:32,14683397,4434385894,14683397,302,1878,,https://sra-download.ncbi.nlm.nih.gov/traces/sra79/SRR/012498/SRR12798352,SRX9267330,T145057,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496810,SAMN16380940,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,775CD0F47A2991EC3E7532EFD4A1C12E,ABF8A06229696CB64573D6AB97CF74D2
SRR12798339,2020-11-16 21:51:20,2020-10-08 16:27:59,9507880,2871379760,9507880,302,1172,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/012498/SRR12798339,SRX9267343,T148319,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496823,SAMN16380972,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,DA118D56C8F483BE3F2C0552A785FBB2,1739FF6DD770129750F1B91D8F4B2037
SRR12798330,2020-11-16 21:51:20,2020-10-08 16:30:56,13892801,4195625902,13892801,302,1792,,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/012498/SRR12798330,SRX9267352,T148342,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496832,SAMN16380980,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_A06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,0CD08C102A297EB0DB972DD054060867,BFD576C1C51439B08439AE0D52A7AF1E
SRR12798351,2020-11-16 21:51:20,2020-10-08 16:31:33,16846485,5087638470,16846485,302,2171,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/012498/SRR12798351,SRX9267331,T145058,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496811,SAMN16380941,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,EA40FF963EFD728B7EEA2BAD2111B87F,B678AAF9770CECF1CD7DA34B83269257
SRR12798338,2020-11-16 21:51:20,2020-10-08 16:31:21,17612598,5319004596,17612598,302,2258,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012498/SRR12798338,SRX9267344,T148321,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496824,SAMN16380973,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,E2A97605491E173B5DBE8215851A67F1,A4942954CD239FAC7B87DA9B1EE64745
SRR12798329,2020-11-16 21:51:20,2020-10-08 16:32:06,18234726,5506887252,18234726,302,2362,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/012498/SRR12798329,SRX9267353,T148345,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496833,SAMN16380981,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_B06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,EEF7CA78B25733530D3D64F6BAF99C7B,2BA10EFAB09BF4A524FB6AEBFAF02405
SRR12798350,2020-11-16 21:51:20,2020-10-08 16:31:38,13575607,4099833314,13575607,302,1716,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/012498/SRR12798350,SRX9267332,T145059,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496812,SAMN16380942,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_C01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,F091EF9D1DE5DD6A041419DB36FB4F00,83E2ED0881A6386B7BAB5D5495532904
SRR12798345,2020-11-16 21:51:20,2020-10-08 16:26:42,13047203,3940255306,13047203,302,1635,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012498/SRR12798345,SRX9267337,T145100,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496817,SAMN16380966,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_C04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,B51DF9E49D4EBBBB6FD144355D356BD7,F264DBCAA2611248DA01097A85A6D61D
SRR12798336,2020-11-16 21:51:20,2020-10-08 16:28:20,11235861,3393230022,11235861,302,1446,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/012498/SRR12798336,SRX9267346,T148325,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496826,SAMN16380974,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_C05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,9507FECDEF1F780C57490C5162EDDC61,EC0EC169C02E8ABD429FD1A2C5B94E60
SRR12798328,2020-11-16 21:51:20,2020-10-08 16:36:18,19411849,5862378398,19411849,302,2500,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/012498/SRR12798328,SRX9267354,T148346,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496834,SAMN16380982,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_C06,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,8B3F80C89A128CB54CACD696FC6CD55F,91791C060D0B4B52FFC90DB59B3E36DD
SRR12798349,2020-11-16 21:51:20,2020-10-08 16:31:10,15301846,4621157492,15301846,302,1965,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/012498/SRR12798349,SRX9267333,T145060,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496813,SAMN16380943,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_D01,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,2079CEF33E37373A6E0DBBDB165981E9,37876BB18BB63E70555EFD8DFC42DEB4
SRR12798344,2020-11-16 21:51:20,2020-10-08 16:29:03,12585128,3800708656,12585128,302,1603,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012498/SRR12798344,SRX9267338,T145101,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496818,SAMN16380967,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_D04,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,10F9443071603B8D5CF494C32752620A,499B08D0F0AE96AB511BF91F42BC1DAF
SRR12798335,2020-11-16 21:51:20,2020-10-08 16:31:06,17889445,5402612390,17889445,302,2299,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/012498/SRR12798335,SRX9267347,T148326,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286801,PRJNA667732,3,667732,SRS7496827,SAMN16380975,simple,74940,Oncorhynchus tshawytscha,DPCh_plate2_D05,,,,,not collected,,no,,,,,NOAA FISHERIES,SRA1139318,,public,CDC2041D70C96C5EA908694AA67E9A64,545F36A205EC25523AE22D1A181A0996
